time_start_sec,time_end_sec,launch_time,draw_time_avg,draw_time_median,total_frames,total_frames_median,janky_frames,janky_frames_median,janky_ratio,janky_ratio_median,percentile_50_ms,percentile_90_ms,percentile_95_ms,percentile_99_ms,missed_vsync_count,high_input_latency_count,slow_ui_thread_count,slow_bitmap_uploads_count,slow_issue_draw_commands_count
3871,3901,0,13.968916,9.627304,79,28,12,10,0.12787269,0.12093023,1985,2010,2024,2117,5,0,8,1,4
3901,3931,0,18.058695,8.322622,64,0,19,0,0.065993264,0.0,2973,2979,2982,3062,6,0,16,0,2
3931,3961,309,43.56278,19.983416,21,0,1,0,0.030309279,0.0,2972,2979,2981,2986,0,0,0,0,0
3961,3991,0,9.145628,6.397298,9,0,1,0,0.036734693,0.0,3961,3964,3969,3977,0,0,1,0,0
3991,4021,0,32.877808,14.764824,42,0,7,0,0.12042332,0.0,2480,2496,2504,2532,3,0,6,0,1
4021,4051,0,59.70273,25.1287,81,2,4,1,0.12112906,0.048611112,1991,1993,1995,2014,1,0,3,0,1
4051,4081,0,8.952196,8.289984,51,4,5,3,0.33473682,0.094736844,1021,1032,1040,1091,2,0,4,0,2
4081,4111,0,39.54021,9.0861635,54,20,7,7,0.2154992,0.106481485,1003,1053,1088,1110,4,0,6,1,2
4111,4141,0,15.227642,7.145672,33,10,5,1,0.19036564,0.012987013,1989,2009,2028,2031,2,0,4,0,1
4141,4171,0,24.24597,7.0185833,48,78,5,2,0.070619464,0.025641026,1984,1989,1997,2032,2,0,5,0,1
4171,4201,0,16.04092,7.9235964,81,2,23,1,0.21659663,0.29131654,1989,2002,2007,2031,4,0,22,0,0
4201,4231,0,7.7917223,7.155252,41,0,2,0,0.016753804,0.0,2972,2974,2977,2985,0,0,2,0,0
4231,4261,0,29.992933,9.007371,78,49,17,10,0.15081248,0.123893805,1985,2088,2149,2400,8,0,14,0,5
4261,4291,0,13.676747,7.609712,31,0,2,0,0.2128205,0.0,2989,2990,2993,3012,1,0,1,0,1
4291,4321,0,29.56071,8.565003,93,27,14,6,0.2670358,0.22222222,1036,1073,1092,1250,6,0,11,0,5
4321,4351,0,7.8433657,6.471658,71,4,14,0,0.1234902,0.01953125,2479,2518,2522,2562,3,0,12,0,2
4351,4381,0,23.658361,8.203764,62,29,8,6,0.106950626,0.097087376,1984,2010,2093,2220,4,0,6,0,2
4381,4411,0,17.905287,7.775427,68,40,15,8,0.19320604,0.12809917,1994,2020,2052,2164,9,0,10,1,6
4411,4441,0,34.945274,12.291877,73,2,13,2,0.26513135,0.13274336,2013,2019,2029,2107,5,0,9,1,4
4441,4471,0,13.896973,8.18239,71,61,19,8,0.22288544,0.16393442,998,1026,1099,1225,7,0,16,0,2
4471,4501,0,42.24322,14.924399,56,66,13,9,0.14854538,0.08571429,1985,1998,2073,2184,4,0,7,1,7
4501,4531,0,31.602222,10.554116,42,9,4,5,0.16177662,0.044025157,997,1069,1072,1114,2,0,3,0,1
4531,4561,0,29.48958,8.901857,52,57,10,5,0.15397897,0.03731343,1988,2008,2035,2198,5,0,9,0,3
4561,4591,0,10.009039,6.7813864,177,0,6,0,0.013677487,0.0,2972,2974,2975,3012,2,0,2,0,3
4591,4621,0,19.494574,9.127369,64,18,16,5,0.2831762,0.27782807,1008,1037,1083,1169,6,0,13,0,3
4621,4651,0,33.34156,9.134785,72,43,15,6,0.26066914,0.024590164,1998,2029,2064,2129,7,0,14,1,4
4651,4681,0,26.530048,7.309733,93,0,14,0,0.08102696,0.0,2973,2986,2999,3046,6,0,12,1,3
4681,4711,0,28.763887,12.147429,85,53,12,9,0.35547858,0.16981132,17,39,67,195,4,1,9,0,2
4711,4741,0,17.401995,6.860382,34,0,6,0,0.12221374,0.0,2975,3002,3073,3112,2,0,5,0,0
4741,4771,0,16.17357,6.8037033,56,23,6,0,0.08116922,0.0,1984,1989,1996,2005,2,0,5,0,1
4771,4801,0,26.599554,9.765709,56,5,13,3,0.24212185,0.16613454,1991,2011,2023,2088,3,0,11,0,3
4801,4831,0,20.033518,9.295663,23,0,1,0,0.015254237,0.0,2972,2974,2980,3001,1,0,0,0,0
4831,4861,0,17.243937,7.5519214,60,51,11,9,0.23876223,0.15686275,998,1045,1151,1192,4,0,9,0,2
4861,4891,0,43.988983,9.307459,36,34,3,5,0.0723242,0.05357143,1984,2000,2030,2121,2,0,2,0,1
4891,4921,0,15.663493,8.3263035,49,24,10,7,0.14599387,0.1891892,1984,2015,2052,2100,6,0,8,1,3
4921,4951,0,23.906034,10.590716,64,41,20,18,0.20468561,0.28440368,1986,2002,2016,2091,6,0,14,0,6
4951,4981,0,28.801237,11.1766815,27,4,6,2,0.2008081,0.18333334,1988,2012,2037,2107,3,0,5,0,1
4981,5011,0,29.45776,8.849172,95,8,21,7,0.37647375,0.16121495,2003,2064,2082,2180,8,0,15,1,9
5011,5041,0,18.835745,8.703351,86,72,12,13,0.1396222,0.13513513,997,1016,1044,1177,6,0,9,0,3
5041,5071,0,22.060743,8.557405,93,0,5,0,0.21156316,0.0,2990,2991,2992,3005,3,0,3,0,1
5071,5101,0,12.681135,8.317825,34,15,10,4,0.30682355,0.26666668,1009,1053,1123,1163,4,0,6,0,3
5101,5131,0,28.560364,8.635117,78,19,11,9,0.3449421,0.13793103,1025,1044,1057,1086,3,0,9,0,3
5131,5161,0,9.725048,8.79335,87,11,22,5,0.29699546,0.22222222,1010,1100,1131,1281,8,1,15,1,13
5161,5191,373005,31.03063,9.134094,106,0,10,0,0.021730382,0.0,2973,2975,2977,3012,3,0,9,0,1
5191,5221,0,15.164662,8.120316,25,14,10,1,0.21568108,0.071428575,1988,2028,2043,2103,4,1,8,0,2
5221,5251,0,37.77801,11.409558,80,92,25,29,0.32008547,0.33561644,21,79,136,264,13,0,21,2,8
5251,5281,0,21.631178,8.593336,119,70,23,29,0.16301353,0.15625,997,1011,1035,1155,7,0,17,1,7
5281,5311,0,47.68838,10.333836,124,43,21,10,0.11342268,0.11824324,1985,1995,2008,2295,8,0,16,1,7
5311,5341,0,22.416475,9.543227,91,71,21,8,0.12798545,0.11255412,1985,1996,2021,2157,8,0,15,0,5
5341,5371,0,15.185569,8.359898,63,2,5,1,0.13048701,0.064935066,1995,1998,2011,2049,3,0,4,0,0
5371,5401,0,13.047316,7.215065,75,13,3,1,0.12127409,0.020289855,1986,1999,2010,2059,2,0,2,0,1
5401,5431,0,10.375771,7.030272,36,0,5,0,0.051076658,0.0,2972,2976,2983,2996,2,0,3,0,0
5431,5461,0,15.437736,8.660538,75,8,19,1,0.18538733,0.125,1987,2056,2071,2091,9,0,12,1,8
5461,5491,0,10.348693,6.587009,67,15,13,2,0.06978911,0.02739726,2478,2494,2513,2546,6,0,11,0,4
5491,5521,0,23.234056,10.130611,66,41,10,6,0.13726677,0.13333334,996,1015,1054,1123,4,0,8,0,4
5521,5551,0,18.601793,8.115561,73,0,9,0,0.026558265,0.0,3961,3964,3971,4000,4,0,9,0,2
5551,5581,0,27.782974,10.306577,32,16,6,3,0.15913743,0.1875,997,1024,1065,1144,2,0,4,0,4
5581,5611,0,44.890957,12.582171,44,33,14,9,0.21058457,0.27272728,996,1110,1138,1200,8,0,10,1,5
5611,5641,0,27.403355,7.304653,46,30,12,8,0.24049664,0.23613217,1497,1541,1578,1646,4,0,8,0,4
5641,5671,650,23.745447,11.316017,57,1,10,1,0.31001133,0.16544117,1997,2029,2048,2073,5,0,7,1,1
5671,5701,0,25.805182,9.088293,33,13,7,5,0.19169721,0.054945055,1986,1997,2011,2074,2,0,5,0,0
5701,5731,0,21.696266,12.634601,73,82,27,10,0.29228574,0.42236024,999,1061,1148,1340,8,0,12,0,16
5731,5761,0,95.56944,20.523464,28,0,0,0,0.00625,0.0,2972,2974,2975,3013,0,0,0,0,0
5761,5791,0,12.929413,9.571551,75,0,12,0,0.15095368,0.0,2484,2489,2497,2534,4,0,10,0,3
5791,5821,0,21.12194,10.871123,63,0,8,0,0.22405064,0.0,2990,2992,2998,3018,3,0,7,0,2
5821,5851,0,14.286669,8.977892,39,0,3,0,0.020547945,0.0,2973,2977,2981,3033,2,0,2,0,0
5851,5881,0,20.725832,6.895623,57,28,9,7,0.20295092,0.10909091,997,1034,1054,1101,5,0,8,0,1
5881,5911,0,14.547672,9.132547,99,51,12,9,0.08188268,0.04280822,2479,2487,2496,2542,5,0,11,0,2
5911,5941,0,18.14706,9.880827,54,5,16,3,0.18023033,0.18518518,2206,2221,2241,2288,4,0,12,0,4
5941,5971,0,20.418762,9.074819,39,0,5,0,0.06154158,0.0,2972,2982,2995,3260,2,0,5,0,1
5971,6001,0,11.567354,6.795385,88,2,18,2,0.46583924,0.21808511,1037,1048,1069,1237,8,0,17,1,3
6001,6031,0,55.285366,11.256032,30,35,10,8,0.4098513,0.3137255,139,401,548,700,6,0,8,0,4
6031,6061,0,19.336203,7.695582,48,2,11,1,0.17204449,0.092,2483,2507,2524,2614,6,0,9,0,3
